local_name,english_name,property_type,is_local,language,script,wp_code
The Hobbit,The Hobbit,books,False,Simple English,Latn,simple
Black Mirror,Black Mirror,tv shows,False,Simple English,Latn,simple
Overwatch,Overwatch,video games,False,Simple English,Latn,simple
Downton Abbey,Downton Abbey,tv shows,False,Simple English,Latn,simple
Alice in Wonderland,Alice in Wonderland,books,False,Simple English,Latn,simple
Attack on Titan,Attack on Titan,tv shows,False,Simple English,Latn,simple
Stranger Things,Stranger Things,tv shows,False,Simple English,Latn,simple
The Hunger Games,The Hunger Games,books,False,Simple English,Latn,simple
Sherlock Holmes,Sherlock Holmes,books,False,Simple English,Latn,simple
Assassin's Creed,Assassin's Creed,video games,False,Simple English,Latn,simple
Avatar: The Last Airbender,Avatar: The Last Airbender,tv shows,False,Simple English,Latn,simple
The Lord of the Rings,The Lord of the Rings,books,False,Simple English,Latn,simple
My Hero Academia,My Hero Academia,tv shows,False,Simple English,Latn,simple
Percy Jackson,Percy Jackson,books,False,Simple English,Latn,simple
Star Wars,Star Wars,movies,False,Simple English,Latn,simple
Game of Thrones,Game of Thrones,tv shows,False,Simple English,Latn,simple
The Witcher,The Witcher,tv shows,False,Simple English,Latn,simple
Harry Potter,Harry Potter,books,False,Simple English,Latn,simple
අඬුත්‍රාමසීන්,Harry Potter,books,False,Sinhala,Sinh,si
වස්තම් ලිපි,Wasthma Lipi,book,True,Sinhala,Sinh,si
පුද්ගලයා,Puthalaya,movie,True,Sinhala,Sinh,si
මොළා කුමර,Mola Kumara,tv show,True,Sinhala,Sinh,si
වැරගේ,Warige,book,True,Sinhala,Sinh,si
රටක් කුමරය,Ratak Kumara,movie,True,Sinhala,Sinh,si
නහසෙන්,Nahasen,book,True,Sinhala,Sinh,si
නරුතන් ආදරේ,Naruthanadare,movie,True,Sinhala,Sinh,si
පොස්ටර්යාඩෛව,Postardyadewa,tv show,True,Sinhala,Sinh,si
ආත්මාර්ථය,Aatmarthaya,movie,True,Sinhala,Sinh,si
පන්ස් අධ්‍යාපනය,Pans Adyapanaya,tv show,True,Sinhala,Sinh,si
මොෂ ලබනය,Mosh Labanaya,tv show,True,Sinhala,Sinh,si
අදහස්,Adahasa,book,True,Sinhala,Sinh,si
රෝෂිකයා,Rosie,tv show,True,Sinhala,Sinh,si
අළුත්ම විරස,Latest Warsha,books,True,Sinhala,Sinh,si
රෙඩ් අසු,Red Dead,video game,False,Sinhala,Sinh,si
මහේෂ්,Mahesh,tv show,True,Sinhala,Sinh,si
විශිෂ්ටත්වය,Vishita Waya,tv show,True,Sinhala,Sinh,si
ජනප්‍රියම කෙනාගු,Janapriyama Kenagu,book,False,Sinhala,Sinh,si
නායකතාව,Nayakathawa,movie,True,Sinhala,Sinh,si
Čarovná skrinka,The Magic Box,movies,True,Slovak,Latn,sk
Uncharted,Uncharted,video games,False,Slovak,Latn,sk
Medzi Starovekými Stenami,Between Ancient Walls,movies,True,Slovak,Latn,sk
Cizinka,Foreigner,tv shows,True,Slovak,Latn,sk
Veľký Trestný Arest,The Great Penal Arrest,books,True,Slovak,Latn,sk
Assassin's Creed,Assassin's Creed,video games,False,Slovak,Latn,sk
Bátory,The Bátorys,tv shows,True,Slovak,Latn,sk
Halo,Halo,video games,False,Slovak,Latn,sk
The Witcher,The Witcher,tv shows,False,Slovak,Latn,sk
Pád Špár,The Fall of Špár,tv shows,True,Slovak,Latn,sk
Diablo,Diablo,video games,False,Slovak,Latn,sk
Mária Theresia,Maria Theresa,tv shows,True,Slovak,Latn,sk
"Storočný starček, ktorý vyliezol z okna a zmizol",The 100-Year-Old Man Who Climbed Out the Window and Disappeared,movies,True,Slovak,Latn,sk
Hra o trůny,Game of Thrones,tv shows,False,Slovak,Latn,sk
Hobbit,The Hobbit,movies,False,Slovak,Latn,sk
Game of Thrones,Game of Thrones,tv shows,False,Slovak,Latn,sk
Harry Potter,Harry Potter,books,False,Slovak,Latn,sk
Súkromní detektívi,Private Detectives,books,True,Slovak,Latn,sk
Tajomstvo starých číslic,The Secret of the Old Figures,books,True,Slovak,Latn,sk
Battlefield,Battlefield,video games,False,Slovak,Latn,sk
Plan B,Plan B,tv show,True,Slovene,Latn,sl
Wings of Death,Wings of Death,video game,True,Slovene,Latn,sl
Gospodar prstanov,The Lord of the Rings,book,False,Slovene,Latn,sl
Gospodinica Marple,Miss Marple,book,False,Slovene,Latn,sl
La Casa de Papel,Money Heist,tv show,False,Slovene,Latn,sl
Niko,Niko,movie,True,Slovene,Latn,sl
12 stoletje,Twelfth Century,book,True,Slovene,Latn,sl
Metulj rožnik,Butterfly Lovers,book,True,Slovene,Latn,sl
Kratos,God of War,video game,False,Slovene,Latn,sl
Zadnji heroj,Last Hero,comic,True,Slovene,Latn,sl
Ritem življenja,Rhythm of Life,movie,True,Slovene,Latn,sl
Sovraštvo in ljubezen,Hatred and Love,book,True,Slovene,Latn,sl
Soba 5,Room 5,tv show,True,Slovene,Latn,sl
Sence preteklosti,Shadows of the Past,movie,True,Slovene,Latn,sl
Batman,Batman,comic,False,Slovene,Latn,sl
Hobbit: Bitka petih vojska,The Hobbit: The Battle of the Five Armies,movie,False,Slovene,Latn,sl
Igra prestolov,Game of Thrones,tv show,False,Slovene,Latn,sl
Zvezdne vojne,Star Wars,movie,False,Slovene,Latn,sl
Prijatelji,Friends,tv show,False,Slovene,Latn,sl
Harry Potter,Harry Potter,book,False,Slovene,Latn,sl
Fare Shabaqa Degdeg,Fast & Furious,movies,False,Somali,Latn,so
Labo Adkay,The Two Friends,movies,True,Somali,Latn,so
Qaxootiga,The Refugee,books,True,Somali,Latn,so
Saldhigyo Mooyaan,Assassin's Creed,video games,False,Somali,Latn,so
Murugo Xeebta Cad,Breaking Bad,tv shows,False,Somali,Latn,so
Dhaqanka,Culture,books,True,Somali,Latn,so
Ubaxa Kowlka,Twilight,books,False,Somali,Latn,so
Qalambeyaal,The Simpsons,tv shows,False,Somali,Latn,so
Nolosha Dacar,The Great Gatsby,books,False,Somali,Latn,so
Dagaal Xor Iyo Xar,Call of Duty,video games,False,Somali,Latn,so
Maxaa Kala Qabsaday?,Lost,tv shows,True,Somali,Latn,so
Dareenka Kacaanka,The Walking Dead,tv shows,False,Somali,Latn,so
Maxaabiis,The Lord of the Rings,books,False,Somali,Latn,so
Dagaalka Nabada,Star Wars,movies,False,Somali,Latn,so
Qabyaaladda,Game of Thrones,tv shows,False,Somali,Latn,so
Jagada Wiilka,Spider-Man,movies,False,Somali,Latn,so
Gacmaha Labaad,The Hunger Games,books,False,Somali,Latn,so
Xaaskayga Awoodda,Harry Potter,books,False,Somali,Latn,so
Xidigka Kala Duwan,The Different Stars,movies,True,Somali,Latn,so
Birwayn,Uncharted,video games,False,Somali,Latn,so
آچیق سوز,Game of Thrones,tv show,False,South Azerbaijani,Arab,azb
آونجلار ويلنسي,The Avengers,movie,False,South Azerbaijani,Arab,azb
گات هارتس,Harry Potter,book,False,South Azerbaijani,Arab,azb
جوو اولموش,Pokémon,tv show,False,South Azerbaijani,Arab,azb
Minecraft,Minecraft,video game,False,South Azerbaijani,Arab,azb
قوردوله دی فارم,Stardew Valley,video game,False,South Azerbaijani,Arab,azb
قؤزونله قانلاری,Friends,tv show,False,South Azerbaijani,Arab,azb
باغلاري چات,Guardians of the Galaxy,movie,False,South Azerbaijani,Arab,azb
اودن سیندلر,The Lord of the Rings,book,False,South Azerbaijani,Arab,azb
عنكبوت اديم,Spiderman,movie,False,South Azerbaijani,Arab,azb
قوروپ دوشنلر,Stranger Things,tv show,False,South Azerbaijani,Arab,azb
قيزلر قوروپسو,Breaking Bad,tv show,False,South Azerbaijani,Arab,azb
اودت قتوسو,Modern Family,tv show,False,South Azerbaijani,Arab,azb
قايدي يوزر,Black Mirror,tv show,False,South Azerbaijani,Arab,azb
مارو,Mars,tv show,False,South Azerbaijani,Arab,azb
جيجينلر دونياسي,The Simpsons,tv show,False,South Azerbaijani,Arab,azb
توم و جري,Tom and Jerry,tv show,False,South Azerbaijani,Arab,azb
باتمن,Batman,comic book,False,South Azerbaijani,Arab,azb
قوروش,Exodus,movie,False,South Azerbaijani,Arab,azb
گؤکباش,Epic of Gilgamesh,book,True,South Azerbaijani,Arab,azb
噬神者,God Eater,video game,False,Southern Min,Latn,zh-min-nan
華胥引,Hua Xu Yin,book,True,Southern Min,Latn,zh-min-nan
阿凡達,Avatar,movie,False,Southern Min,Latn,zh-min-nan
傲慢與偏見,Pride and Prejudice,book,False,Southern Min,Latn,zh-min-nan
金大花的華麗冒險,The Bold and the Beautiful,tv show,False,Southern Min,Latn,zh-min-nan
新白娘子傳奇,The Legend of White Snake,tv show,False,Southern Min,Latn,zh-min-nan
愛情進化論,Love Evolution,tv show,False,Southern Min,Latn,zh-min-nan
花甲男孩轉大人,Back to Field,tv show,False,Southern Min,Latn,zh-min-nan
西遊記,Journey to the West,book,False,Southern Min,Latn,zh-min-nan
武林外傳,Martial Universe,tv show,False,Southern Min,Latn,zh-min-nan
仙劍奇俠傳,Chinese Paladin,video game,True,Southern Min,Latn,zh-min-nan
流星花園,Meteor Garden,tv show,False,Southern Min,Latn,zh-min-nan
王牌大律師,The Good Wife,tv show,False,Southern Min,Latn,zh-min-nan
大果之盛,The Great Gatsby,book,False,Southern Min,Latn,zh-min-nan
劍俠情緣,The Legend of the Condor Heroes,tv show,False,Southern Min,Latn,zh-min-nan
魔女寶鑑,Mirror of the Witch,tv show,False,Southern Min,Latn,zh-min-nan
最後一公里,The Final Mile,book,False,Southern Min,Latn,zh-min-nan
龍鳳鬥,Scarlet Heart,tv show,False,Southern Min,Latn,zh-min-nan
曼食慾,Chocolate,tv show,False,Southern Min,Latn,zh-min-nan
宮,Princess Hours,tv show,False,Southern Min,Latn,zh-min-nan
Game of Thrones,Game of Thrones,tv shows,False,Spanish,Latn,es
El laberinto del fauno,Pan's Labyrinth,movies,True,Spanish,Latn,es
The Walking Dead,The Walking Dead,tv shows,False,Spanish,Latn,es
El internado,The Boarding School,tv shows,True,Spanish,Latn,es
El señor de los anillos,The Lord of the Rings,books,False,Spanish,Latn,es
Los juegos del hambre,The Hunger Games,books,False,Spanish,Latn,es
Super Mario Bros,Super Mario Bros,video games,False,Spanish,Latn,es
La casa de los espíritus,The House of the Spirits,books,True,Spanish,Latn,es
Stranger Things,Stranger Things,tv shows,False,Spanish,Latn,es
Uncharted,Uncharted,video games,False,Spanish,Latn,es
Harry Potter,Harry Potter,books,False,Spanish,Latn,es
La catedral del mar,The Cathedral of the Sea,books,True,Spanish,Latn,es
The Witcher,The Witcher,tv shows,False,Spanish,Latn,es
Cien años de soledad,One Hundred Years of Solitude,books,True,Spanish,Latn,es
Resident Evil,Resident Evil,video games,False,Spanish,Latn,es
Marina,Marina,books,True,Spanish,Latn,es
Sons of Anarchy,Sons of Anarchy,tv shows,False,Spanish,Latn,es
Assassin's Creed,Assassin's Creed,video games,False,Spanish,Latn,es
El barco,The Ship,tv shows,True,Spanish,Latn,es
La casa de papel,Money Heist,tv shows,True,Spanish,Latn,es
Kontrola ya Vita vya Nyota,Star Wars: The Clone Wars,tv show,False,Swahili,Latn,sw
Majesti ya Vifo,Red Dead Redemption,video game,False,Swahili,Latn,sw
Mfalme wa Mapenzi,Kingdom Hearts,video game,False,Swahili,Latn,sw
Kijana wa vituko,Harry Potter,book,False,Swahili,Latn,sw
Sauti ya Mwambao,Moana,movie,False,Swahili,Latn,sw
Mfalme Simba,The Lion King,movie,True,Swahili,Latn,sw
Ndege wa Kunyakua,Angry Birds,video game,False,Swahili,Latn,sw
Paka Mzee,Garfield,comic,False,Swahili,Latn,sw
Ukungu,Mistborn,book,False,Swahili,Latn,sw
Udhibiti wa Kuvunja,Breaking Bad,tv show,False,Swahili,Latn,sw
Mpiganaji wa Mabavu,Street Fighter,video game,False,Swahili,Latn,sw
Makutano ya Mauti,Game of Thrones,tv show,False,Swahili,Latn,sw
Mwangamano wa Kifalme,King's Quest,video game,False,Swahili,Latn,sw
Dunia ya Kioo,The Looking Glass Wars,book,False,Swahili,Latn,sw
Bendi ya Majanga,Scooby-Doo,tv show,False,Swahili,Latn,sw
Ujasusi Mkuu,James Bond,movie,False,Swahili,Latn,sw
Mfululizo Watu wa Kiwinda,Hunger Games,book,False,Swahili,Latn,sw
Ninjago,Ninjago,tv show,False,Swahili,Latn,sw
Mwenge wa Simba,The Lion King,book,True,Swahili,Latn,sw
Simba wa Yuda,Lion King,movie,False,Swahili,Latn,sw
Star Wars,Star Wars,movies,False,Swedish,Latn,sv
Pippi Långstrump,Pippi Longstocking,books,True,Swedish,Latn,sv
The Witcher,The Witcher,books,False,Swedish,Latn,sv
Färjan,The Ferry,films,True,Swedish,Latn,sv
Assassin's Creed,Assassin's Creed,video game,False,Swedish,Latn,sv
Bron,The Bridge,tv show,True,Swedish,Latn,sv
Vampire: The Masquerade,Vampire: The Masquerade,tabletop role-playing games,False,Swedish,Latn,sv
Män som hatar kvinnor,The Girl with the Dragon Tattoo,books,True,Swedish,Latn,sv
DICE spel,DICE games,video games,True,Swedish,Latn,sv
Game of Thrones,Game of Thrones,tv show,False,Swedish,Latn,sv
PewDiePie,PewDiePie,YouTube channel,True,Swedish,Latn,sv
Minecraft,Minecraft,video game,False,Swedish,Latn,sv
Sagan om Ringen,The Lord of the Rings,books,False,Swedish,Latn,sv
Broen,The Bridge,tv show,False,Swedish,Latn,sv
The Sims,The Sims,video game,False,Swedish,Latn,sv
Johan Falk,Johan Falk,films,True,Swedish,Latn,sv
Mamma Mia!,Mamma Mia!,musical,False,Swedish,Latn,sv
Fria Ligan,Free League,tabletop role-playing games,True,Swedish,Latn,sv
Harry Potter,Harry Potter,books,False,Swedish,Latn,sv
Viveca Sten böcker,Viveca Sten books,books,True,Swedish,Latn,sv
Pokemon,Pokemon,tv show,False,Tagalog,Latn,tl
Voltes V,Voltes V,tv show,True,Tagalog,Latn,tl
Mulan,Mulan,movies,False,Tagalog,Latn,tl
One Piece,One Piece,tv show,False,Tagalog,Latn,tl
Crazy Rich Asians,Crazy Rich Asians,movies,False,Tagalog,Latn,tl
AlDub,AlDub,tv show,True,Tagalog,Latn,tl
The Witcher,The Witcher,tv show,False,Tagalog,Latn,tl
The Hunger Games,The Hunger Games,movies,False,Tagalog,Latn,tl
Uncharted,Uncharted,video game,False,Tagalog,Latn,tl
Ang Probinsyano,Ang Probinsyano,tv show,True,Tagalog,Latn,tl
Harry Potter,Harry Potter,books,False,Tagalog,Latn,tl
Avengers,Avengers,movies,False,Tagalog,Latn,tl
Doraemon,Doraemon,tv show,False,Tagalog,Latn,tl
Encantadia,Encantadia,tv show,True,Tagalog,Latn,tl
Naruto,Naruto,tv show,False,Tagalog,Latn,tl
Minecraft,Minecraft,video game,False,Tagalog,Latn,tl
Noli Me Tangere,Noli Me Tangere,books,True,Tagalog,Latn,tl
La Luna Sangre,La Luna Sangre,tv show,True,Tagalog,Latn,tl
Super Mario,Super Mario,video game,False,Tagalog,Latn,tl
Star Wars,Star Wars,movies,False,Tagalog,Latn,tl
Бону - Кисса,Bonu - Story,books,True,Tajik,Cyrl/Latn,tg
Танҳо чор,Only Four,movies,True,Tajik,Cyrl/Latn,tg
Иту Рамона,Itu Ramona,movies,True,Tajik,Cyrl/Latn,tg
Ҳамсафар,Hamsafar,tv shows,True,Tajik,Cyrl/Latn,tg
МИ-6,MI-6,video games,False,Tajik,Cyrl/Latn,tg
Ман ҳафи гардидам,I Had Hidden,movies,True,Tajik,Cyrl/Latn,tg
Ҷаҳонгир,Jahongir,music,True,Tajik,Cyrl/Latn,tg
Рӯсия,Russia,countries,False,Tajik,Cyrl/Latn,tg
Мамон,Mamon,tv shows,True,Tajik,Cyrl/Latn,tg
Маҳаллий келин,Local Bride,tv shows,True,Tajik,Cyrl/Latn,tg
Поп,Pop,music,True,Tajik,Cyrl/Latn,tg
Миллиси Олимпӣ,Olympic Games,events,False,Tajik,Cyrl/Latn,tg
Тоҷикистон дар гардӣ,Tajikistan in War,video games,True,Tajik,Cyrl/Latn,tg
Ғазалиён,Assassin's Creed,video games,False,Tajik,Cyrl/Latn,tg
Барфи ке дар пӯшт офтода мешавад,Frozen,movies,False,Tajik,Cyrl/Latn,tg
Шумо зани обёриҳо мебошед,Game of Thrones,tv shows,False,Tajik,Cyrl/Latn,tg
Тӯронҷ,Lord of the Rings,books,False,Tajik,Cyrl/Latn,tg
Ӯҳанча,Harry Potter,books,False,Tajik,Cyrl/Latn,tg
Муҳаррам,Muharram,festivals,True,Tajik,Cyrl/Latn,tg
Шомбола-шомболаҳо,Shambolas,video games,True,Tajik,Cyrl/Latn,tg
சிலேன்டர் தியர்ஸ் அண்ட் தி சலிரி ஃபார்ஸ்ட் ஸ்டோன்,The Silent Tears and the Philosopher's Stone,books,False,Tamil,Taml,ta
ஹெர்மோய்னி குரோப்,Harry Potter,books,False,Tamil,Taml,ta
கஃபி ஹவா,Koffee with Karan,tv shows,True,Tamil,Taml,ta
டாக்டர் கோ,Doctor Who,tv shows,False,Tamil,Taml,ta
அவதார்,Avatar,movies,False,Tamil,Taml,ta
வனாப்ரஸ்தம்,Forest Gump,movies,False,Tamil,Taml,ta
ஹொப்பிட்னங்,Hobbit,books,False,Tamil,Taml,ta
தீ மார்க்க,The Mark,books,False,Tamil,Taml,ta
தீ ஹொப்பர்,The Hobbit,movies,False,Tamil,Taml,ta
குலேரி,Harry Potter,movies,False,Tamil,Taml,ta
பான்டரேம்,Pandaram,books,True,Tamil,Taml,ta
த லார்ட் ஆஃப் தி ரிங்ஸ்,The Lord of the Rings,books,False,Tamil,Taml,ta
டி வாம்பைடர் டியர்: டி ஃபாலன்,The Vampire Diaries: The Fallen,books,False,Tamil,Taml,ta
காமார்ஷி,Cambridge,books,False,Tamil,Taml,ta
அடிப்படை,Game of Thrones,tv shows,False,Tamil,Taml,ta
ஸ்டார் வார்ஸ்,Star Wars,movies,False,Tamil,Taml,ta
தானி பட்மான்,Dhoni: The Untold Story,movies,True,Tamil,Taml,ta
பாக்கம் கெப்,Percy Jackson,books,False,Tamil,Taml,ta
கே ஗ேம் ஆஃப் லோன்ஸ்ட்ரோன்க்,The Game of Thrones,tv shows,False,Tamil,Taml,ta
கிட்டர்,Qiddler,video games,True,Tamil,Taml,ta
Иттербиум,Ytterbium,books,False,Tatar,Cyrl,tt
Технашлы,Techie,tv shows,True,Tatar,Cyrl,tt
Камень,Stone,movies,True,Tatar,Cyrl,tt
Петролчылар,Oilmen,tv shows,True,Tatar,Cyrl,tt
Sims,Sims,video games,True,Tatar,Cyrl,tt
Рыл леяк урындытма юллары,Rogue One,movies,False,Tatar,Cyrl,tt
Gazırından кантар болган үлгәннар,The Maze Runner,books,False,Tatar,Cyrl,tt
Механик,Mechanic,movies,True,Tatar,Cyrl,tt
Yazıçı,Writer,tv shows,True,Tatar,Cyrl,tt
300 франк бомбасы,300,movies,False,Tatar,Cyrl,tt
Төләтмә алмашып бəтлэр,Ready Player One,books,False,Tatar,Cyrl,tt
Yandexile säläm,Hello from Yandex,tv shows,True,Tatar,Cyrl,tt
Султан,Sultan,movies,True,Tatar,Cyrl,tt
Альтын чараф,Golden Compass,books,False,Tatar,Cyrl,tt
Интерстеллар,Interstellar,movies,False,Tatar,Cyrl,tt
Капушон күьрәген,Assassin's Creed,video games,False,Tatar,Cyrl,tt
Реддит вәнгә,The Lord of the Rings,books,False,Tatar,Cyrl,tt
Шерлок,Sherlock,tv shows,False,Tatar,Cyrl,tt
Гарри Поттер,Harry Potter,books,False,Tatar,Cyrl,tt
Ескелимәгәнүлан,Divergent,books,False,Tatar,Cyrl,tt
బతుకమ్మ,Bathukamma,festival,True,Telugu,Telu,te
కళాభాయ్యా,Kalabhyamya,play,True,Telugu,Telu,te
పోకేమాన్,Pokemon,anime,False,Telugu,Telu,te
పంతులు రామయణం,Pandavas Ramayana,story,True,Telugu,Telu,te
హానిమూన్,Hanimun,video game,False,Telugu,Telu,te
జానపదం,Janapadam,folk music,True,Telugu,Telu,te
సింహ సంహారం,Simha Sanharam,mythological drama,True,Telugu,Telu,te
అలీబాబా,Alibaba,folk tale,False,Telugu,Telu,te
హరీప్రియ,Haripriya,book,True,Telugu,Telu,te
మహాభారతం,Mahabharatham,tv show,True,Telugu,Telu,te
బాహుబలి,Baahubali,movie,True,Telugu,Telu,te
కలపరిశ్రాము,Kalaparishramu,documentary,True,Telugu,Telu,te
మైకీ మౌసు,Mickey Mouse,cartoon,False,Telugu,Telu,te
గయాత్రి మంత్రం,Gayatri Mantra,spiritual text,True,Telugu,Telu,te
డొనాల్డ్ డక్,Donald Duck,cartoon,False,Telugu,Telu,te
ఆంధ్ర భారత,Andhra Bharat,regional history,True,Telugu,Telu,te
యామగుణ,Yamaguna,short film,True,Telugu,Telu,te
అధిభిధి,Adhibhidi,anthology,True,Telugu,Telu,te
బజార రామాయణం,Bazaar Ramayana,play,True,Telugu,Telu,te
ధ్రువతార,Dhruva Tara,comic book,True,Telugu,Telu,te
มอนิกา,Monica,tv show,True,Thai,Thai,th
อาเทอร์,Archer,tv show,False,Thai,Thai,th
สงครามมหาเวสาล,The Great War,movie,True,Thai,Thai,th
อู๋ฮว้าน,Wu-Tang: An American Saga,tv show,False,Thai,Thai,th
บุปผามาร,Buppha Rahtree,movie,True,Thai,Thai,th
ล็อร์ดเทรนดิ้ง,The Lord of the Rings,book,False,Thai,Thai,th
ไอซ์เรส,Ice Road Truckers,tv show,False,Thai,Thai,th
เล่นเพื่อชัยชนะ,Play to Win,movie,True,Thai,Thai,th
จิ้นสวีท,Gossip Girls,tv show,False,Thai,Thai,th
สามเส้าสายพันธุ์,The Fosters,tv show,False,Thai,Thai,th
แดรกควีน,Dragon Quest,video game,True,Thai,Thai,th
ซิมโปนี่การ์,The Simpsons,tv show,False,Thai,Thai,th
อู๋เส้ออ,Wu-Tang: An American Saga,tv show,False,Thai,Thai,th
เฮนรี่ พอตเตอร์,Harry Potter,book,False,Thai,Thai,th
ขายตัวคุณถูกแล้ว,The Mistake,book,True,Thai,Thai,th
นาคี 1,Nakee,movie,True,Thai,Thai,th
รวมพลคนมหาสนุก,Community,tv show,False,Thai,Thai,th
เรื่องย่อฝรั่งเศส,Les Misérables,book,False,Thai,Thai,th
มนุษย์สมเด็จ,Avatar,movie,False,Thai,Thai,th
พันธุ์เอิร์ธ,Earthsea,book,False,Thai,Thai,th
The Witcher,The Witcher,books/tv shows,False,Turkish,Latn,tr
Harry Potter,Harry Potter,books,False,Turkish,Latn,tr
Kiralık Aşk,Love for Rent,tv shows,True,Turkish,Latn,tr
Lord of the Rings,Lord of the Rings,books/movies,False,Turkish,Latn,tr
Muhteşem Yüzyıl,Magnificent Century,tv shows,True,Turkish,Latn,tr
Diriliş: Ertuğrul,Resurrection: Ertugrul,tv shows,True,Turkish,Latn,tr
Game of Thrones,Game of Thrones,tv shows,False,Turkish,Latn,tr
Assassin's Creed,Assassin's Creed,video games,False,Turkish,Latn,tr
Yüzüklerin Efendisi,Lord of the Rings,movies,False,Turkish,Latn,tr
Need for Speed,Need for Speed,video games,False,Turkish,Latn,tr
Bir Aşk İki Hayat,"One Love, Two Lives",movies,True,Turkish,Latn,tr
Star Wars,Star Wars,movies,False,Turkish,Latn,tr
Karadayı,Karadayi,tv shows,True,Turkish,Latn,tr
The Hunger Games,The Hunger Games,books/movies,False,Turkish,Latn,tr
Kara Sevda,Endless Love,tv shows,True,Turkish,Latn,tr
Call of Duty,Call of Duty,video games,False,Turkish,Latn,tr
Pal Sokağı Sakinleri,The Residents of Pals Street,tv shows,True,Turkish,Latn,tr
The Matrix,The Matrix,movies,False,Turkish,Latn,tr
Aşk-ı Memnu,Forbidden Love,tv shows,True,Turkish,Latn,tr
The Great Gatsby,The Great Gatsby,books/movies,False,Turkish,Latn,tr
Спалах,Outbreak,movie,False,Ukrainian,Cyrl,uk
Ангел Убивця,Angel Killer,book,True,Ukrainian,Cyrl,uk
Кінець світу,The End of the World,tv show,True,Ukrainian,Cyrl,uk
Мій Сусід Тоторо,My Neighbor Totoro,movie,False,Ukrainian,Cyrl,uk
Песнь Льда і Пламені,A Song of Ice and Fire,book,True,Ukrainian,Cyrl,uk
Містер Робот,Mr. Robot,tv show,False,Ukrainian,Cyrl,uk
Матриця,The Matrix,movie,False,Ukrainian,Cyrl,uk
"Лев, Король Джунглів",The Lion King,movie,False,Ukrainian,Cyrl,uk
Крутенький,Cool Runnings,movie,False,Ukrainian,Cyrl,uk
Відьмак,The Witcher,video game,False,Ukrainian,Cyrl,uk
Пірати Карибського моря,Pirates of the Caribbean,movie,False,Ukrainian,Cyrl,uk
Дракони та Вроджені,Dragons and the Born,book,True,Ukrainian,Cyrl,uk
Трони Піску,Thrones of Sand,book,True,Ukrainian,Cyrl,uk
Маленький Принц,The Little Prince,book,False,Ukrainian,Cyrl,uk
Смертельна зброя,Lethal Weapon,movie,False,Ukrainian,Cyrl,uk
Гаррі Поттер,Harry Potter,book,False,Ukrainian,Cyrl,uk
Людина-павук,Spider-Man,movie,False,Ukrainian,Cyrl,uk
Гра Престолів,Game of Thrones,tv show,False,Ukrainian,Cyrl,uk
Вартові Галактики,Guardians of the Galaxy,movie,False,Ukrainian,Cyrl,uk
Повернення до майбутнього,Back to the Future,movie,False,Ukrainian,Cyrl,uk
گیم أوف ٹھرونز,Game of Thrones,tv shows,False,Urdu,Arab,ur
جانی دوست,Johnny Depp,movies,False,Urdu,Arab,ur
جنگل بوک,The Jungle Book,books,False,Urdu,Arab,ur
تیتانک,Titanic,movies,False,Urdu,Arab,ur
قصے میری زندگی کے,The Stories of My Life,books,True,Urdu,Arab,ur
بے شمار,Baahubali,movies,True,Urdu,Arab,ur
کھیل تیرا ہے جیت میری,"Your Game, My Victory",tv shows,True,Urdu,Arab,ur
گوگل میپس,Google Maps,technology,False,Urdu,Arab,ur
گرین ہاؤس,Grey's Anatomy,tv shows,False,Urdu,Arab,ur
پرانگ نے دیں,The Lord of the Rings,books,False,Urdu,Arab,ur
ہری پوٹر,Harry Potter,books,False,Urdu,Arab,ur
مسلسل سیمپسنز,The Simpsons,tv shows,False,Urdu,Arab,ur
گیتی,GOTY,video games,False,Urdu,Arab,ur
ہاپکیڈ,Haptic,technology,False,Urdu,Arab,ur
آنیمیشن موویز,Animated Movies,movies,False,Urdu,Arab,ur
خوشبو اداس ہے دھب,The Scent of Rain,books,True,Urdu,Arab,ur
بسادعارہ جاں کی بات,The Beauty of the Soul,books,True,Urdu,Arab,ur
میرا دل,My Heart,tv shows,True,Urdu,Arab,ur
قصے میں عجب سا ہے,Stranger Things,tv shows,False,Urdu,Arab,ur
دربار کے ستھیا,The Chronicles of Narnia,books,False,Urdu,Arab,ur
Муҳташамлик,Muhitashamlik,tv shows,True,Uzbek,Latn/Cyrl,uz
Star Wars,Star Wars,movies,False,Uzbek,Latn/Cyrl,uz
Театрдан кейинги тўлқин,The After Theater Silence,books,True,Uzbek,Latn/Cyrl,uz
Ғибли,Ghibli,movies,False,Uzbek,Latn/Cyrl,uz
Assassin's Creed,Assassin's Creed,video games,False,Uzbek,Latn/Cyrl,uz
Йўғонишлик нарлар,Voices of Trees,movies,True,Uzbek,Latn/Cyrl,uz
Call of Duty,Call of Duty,video games,False,Uzbek,Latn/Cyrl,uz
Қуёшингга ошиқмайлик,Before You Fall in Love,books,True,Uzbek,Latn/Cyrl,uz
Game of Thrones,Game of Thrones,tv shows,False,Uzbek,Latn/Cyrl,uz
Қарон Окадорликлари,The Adventures of Qaron,books,True,Uzbek,Latn/Cyrl,uz
300,300,movies,False,Uzbek,Latn/Cyrl,uz
Bekzod haqibat,Bekzod's Success,movies,True,Uzbek,Latn/Cyrl,uz
Пайтек оро камбагалар,Chronicles of the Last Fight,books,True,Uzbek,Latn/Cyrl,uz
